Facility Name,Location Type,Operator,Open,Hours of Operation,Accessibility,Restroom Type,Changing Stations,Additional Notes,Website,Latitude,Longitude
Claremont Park Zone 3,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.837672,-73.908021
Chelsea Piers at Pier 61,Park,Hudson River Park,Year Round,10am - 8pm,Fully Accessible,,,,,40.748592,-74.008764
Havemeyer Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.829983,-73.847942
Crispus Attucks Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.681619,-73.959209
"Lefferts Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/lefferts,40.686916,-73.824831
,,,,,,,,,,,
"Pelham Parkway-Van Nest Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/pelham-parkway-van-nest,40.854884,-73.864148
Bendheim Playground,Park,NYC Parks,Seasonal,7am - dusk,Fully Accessible,Single-Stall All Gender Restroom(s),,,,40.790397,-73.954565
Midland Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.574783,-74.098375
Haggerty Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.713141,-73.758102
Harold Schneiderman Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.664748,-73.850434
Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.881137,-73.900773
Van Voorhees Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.689659,-73.999568
Juniper North Playground Tennis Courts,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.720668,-73.877441
Sachkerah Woods Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.883684,-73.881574
"Wakefield Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/wakefield,40.891093,-73.859583
"Sedgwick Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/sedgwick,40.849453,-73.917496
,,,,,,,,,,,
"Dongan Hills Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm  
Wednesday: 11:00 am - 6:00 pm  
Thursday: 11:00 am - 6:00 pm  
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,Changing Table outside restroom,https://www.nypl.org/locations/dongan-hills,40.5904,-74.101139
Underwood Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.688567,-73.966747
Midland Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.568327,-74.090816
P.O. Reinaldo Salgado Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.687911,-73.925463
,,,,,,,,,,,
Little Bay Park Zone 2,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.790449,-73.782045
Stars & Stripes Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.885564,-73.839162
Arlington Edinboro Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.820863,-73.946671
Admiral Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.770933,-73.73756
,,,,,,,,,,,
Ehrenreich-Austin Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.715791,-73.837044
Spuyten Duyvil Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.887153,-73.916236
Wayanda Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.710861,-73.73901
La Guardia Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.710572,-73.959819
,,,,,,,,,,,
"South Ozone Park Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/south-ozone-park,40.674792,-73.809263
,,,,,,,,,,,
"Eastern Parkway Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/eastern-parkway,40.668495,-73.933652
Queens Valley Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.721908,-73.823947
Playground Sixty Two LXII,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.736076,-73.852739
Meadow Lake North,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.740671,-73.841211
Major Deegan No. Gas Station,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.895123,-73.881497
"Walt Whitman Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/walt-whitman,40.694498,-73.977734
John Allen Payne Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.639783,-74.023575
Seton Park Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.886167,-73.917071
,,,,,,,,,,,
Carl Schurz Park Promenade,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.775711,-73.943904
"Mariners Harbor Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/mariners-harbor,40.634702,-74.166583
Cunningham Park Indoor Tennis,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.729396,-73.772786
Auburndale Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.765867,-73.794508
Hammel Playground,Park,NYC Parks,,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.588185,-73.809426
"Langston Hughes Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/langston-hughes,40.757586,-73.868201
"Epiphany Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 12:00 pm - 7:00 pm 
Tuesday: 10:00 am - 6:00 pm  
Wednesday: 12:00 pm - 7:00 pm   
Thursday: 10:00 am - 6:00 pm    
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/epiphany,40.738095,-73.98205
"North Forest Park Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/north-forest-park,40.711165,-73.853674
Beach 9th St. Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.595625,-73.744565
Columbus Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.715914,-73.999816
"Bay Ridge Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/bay-ridge,40.633634,-74.02954
,,,,,,,,,,,
Slattery Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.857148,-73.898224
Berriman Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.656996,-73.869536
Foster Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.831188,-73.92471
"Poppenhusen Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Multi-Stall W/M Restrooms,"""Yes, in women's restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/poppenhusen,40.786221,-73.846019
Railroad Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.64924,-73.914041
Harmony Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.663406,-73.976656
,,,,,,,,,,,
Vesuvio Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.725625,-74.002495
McCaffrey Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.759159,-73.99139
Colonel David Marcus Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.61004,-73.969611
Hilton White Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.82291,-73.90746
Burns Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.862953,-73.836616
Rev. Dr. Maggie Howard Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.62268,-74.079185
Langston Hughes Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.812211,-73.946382
Sunset Park Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.647683,-74.005022
Fort Greene Park Zone 3,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.692232,-73.974733
Hudson River Park Pier 97 - Portaloo,Park,Hudson River Park,Year Round,6am - 1am,Fully Accessible,,,,,40.771441,-73.995107
Sol Bloom Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.789853,-73.968728
,,,,,,,,,,,
"Bayside Marina, Cross Is. Pkwy",Park,NYC Parks Concessionaire,Seasonal,Concession Operating Hours,,,,,,40.779806,-73.767053
Lyons Square Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.822626,-73.888339
"Adams Street Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/adams-street,40.704143,-73.987999
Olinville Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.88433,-73.86701
Eastchester Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.869776,-73.852701
120 Park Avenue POPS,Privately Owned Public Space,Shorenstein Realty Services,Year Round,Monday to Saturday: 7:30 am-9:30 pm; Sunday: 11:00 am-7:00 pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,Security will grant access to restrooms.,,40.751936,-73.978306
Alley Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.746998,-73.745627
100% Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.64679,-73.899478
Quarry Ballfields,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.8502,-73.89
Rev J Polite Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.8269,-73.89781
"Sunset Park Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/sunset-park,40.64592,-74.013631
Houston St Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.722443,-73.991187
Dean Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.680556,-73.972785
Manhattan Beach Zone 2,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.576973,-73.944122
Bella Abzug Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.75632,-73.99974
"Phil ""Scooter"" Rizzuto Park",Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.694672,-73.821523
Coney Island Beach Zone 5a,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.572844,-73.980755
,,,,,,,,,,,
"Auburndale Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/auburndale,40.773755,-73.796343
174 St Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.693378,-73.778124
Central Park Ice Rinks,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.767815,-73.97449
P.S. 279 Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.644594,-73.893274
Ten Mile River Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.829819,-73.952661
"Williamsburgh Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/williamsburgh,40.706939,-73.957556
"Washington Heights Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/washington-heights,40.834557,-73.939712
Matthew P. Sapolin Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.777704,-73.984058
Morningside Playground 123,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.80998,-73.955946
Castlewood Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.749939,-73.720844
Orchard Beach Pavilion,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",,,,,,40.867182,-73.793846
Edenwald Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.884092,-73.845163
Maspeth Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.730899,-73.925415
Brooklyn Bridge Park Pier 5 - Boathouse/Uplands,Park,Brooklyn Bridge Park,Year Round,,Fully Accessible,,,,,40.695841,-73.999127
Mellett Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.597078,-73.957392
,,,,,,,,,,,
Bildersee Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.635952,-73.912189
Marine Park Zone 6,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.604007,-73.930594
Robert E. Venable Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.674409,-73.865074
,,,,,,,,,,,
Playground For All Children,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.74089,-73.84951
,,,,,,,,,,,
Bayswater Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.598771,-73.767504
Central Park West,Park,Central Park Conservancy,Seasonal,7:30am - dusk,Fully Accessible,Multi-Stall W/M Restrooms,,,,40.769186,-73.980801
East River Waterfront Esplanade Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.704736,-74.003405
"Stephen A. Schwarzman Building, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 6:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/schwarzman,40.753213,-73.982232
,,,,,,,,,,,
St Mary's Playground East,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.809905,-73.910486
"Maspeth Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/maspeth,40.727004,-73.893106
"North Hills Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/north-hills,40.759262,-73.731839
Shore Road Park Zone 2,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.632076,-74.038741
"Steinway Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/steinway,40.776835,-73.909458
Harry Maze Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.643332,-73.923243
Lincoln Terrace Park / Arthur S. Somers Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.66637,-73.927571
Twin Island,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.870484,-73.786588
Williamsbridge Oval,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.876665,-73.878572
"Kips Bay Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/kips-bay,40.743818,-73.979903
Tecumseh Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.781912,-73.978712
"Todt Hill-Westerleigh Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm   
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,No,Changing Table outside restroom,https://www.nypl.org/locations/todt-hill-westerleigh,40.60961,-74.148523
Sixteen Sycamores Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.686723,-73.980995
Calvert Vaux Park Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.58813,-73.990264
Horseshoe Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.824235,-73.897815
East River Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.789193,-73.937893
Clove Lakes Cafe,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.617665,-74.108137
"Glen Oaks Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/glen-oaks,40.745181,-73.714847
Playground 286,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.590608,-73.938475
"Pelham Bay Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/pelham-bay,40.844326,-73.827902
